Blunder scores,Eval swings (first 10 moves),Eval swings std (middlegame),Eval swings mean (middlegame),Opening depth,Mean eval swings,Eval swing std,Mean time usage per move (%),Time usage std per move (%),Moves per game,"Mean time usage per move (%, middlegame)","Time usage std per move (%, middlegame)",Moves before time pressure
0.625,0.29,0.995351375,0.590769231,5,0.549285714,0.968817394,1.382594417,1.031968933,12,5.024615385,3.644522409,13
0.941176471,0.56,1.132264336,1.019285714,5,0.969333333,1.108096609,1.661538462,2.21690691,12.75,6.228571429,7.916213991,14
0.857142857,0.22,0.496417163,0.434,3,0.434,0.496417163,1.133956386,0.761859009,5.25,3.64,2.445567419,5
0.653846154,0.34,1.567709746,0.694615385,5,2.907105263,6.177362731,2.530796415,3.176043757,29.25,11.71076923,14.97634746,26
0.212121212,0.8,0.461707676,0.451612903,5,0.4384375,0.460274178,2.193452381,2.671047622,24.75,9.01483871,10.72759926,31
1.111111111,0.57,1.187243707,0.808571429,2,0.808571429,1.187243707,0.480559196,0.213012024,6.75,1.571428571,0.696549318,7
0.58,1.42,3.421616571,2.108636364,4,2.01826087,3.370928726,1.520695652,1.343783825,18.75,5.941818182,5.022338325,22
0.56,0,,,4,,,,,18.75,,,0
0.448275862,0,,,5,,,,,21.75,,,0
0.5,0.54,0.594593993,0.651428571,4,0.633333333,0.596010546,2.095008052,2.317102523,28.5,8.904,9.631024379,35
0.2375,0.42,18.10462184,7.098918919,4,6.920526316,17.89211542,1.507769424,1.339718312,30,6.485405405,5.623965878,37
0.1875,0.71,0.594182912,0.546666667,5,0.523181818,0.590233097,1.751710655,2.304221662,18,6.798095238,8.678382118,21
0.807692308,0,,,3,,,,,19.5,,,0
0.333333333,0.48,0.817891016,0.565714286,4,0.541363636,0.806310205,3.057673509,3.546461867,18,11.88380952,13.29520759,21
0.32,0.1,0.843682405,0.4,4,0.382608696,0.8284938,1.248927536,0.967116588,18.75,4.861818182,3.60733068,22
0.342105263,0,,,4,,,,,28.5,,,0
0.529411765,0.38,1.893471239,0.998333333,8,0.877333333,1.701690196,0.99297246,0.682971552,12.75,3.653333333,1.6859922,12
0.361702128,0.45,1.210836874,0.857941176,3,0.856888889,1.296887572,2.105870496,3.187765137,35.25,8.350588235,9.585074553,34
0.615384615,0.4,1.040204046,0.66625,3,0.66625,1.040204046,1.753968254,2.179459175,19.5,6.63,8.238355682,24
0.458333333,0,,,5,,,,,27,,,0
0.487804878,0,,,9,,,,,30.75,,,0
0.176470588,0.36,1.447358057,1.053846154,5,4.294693878,10.42727675,1.847445361,1.735108305,38.25,5.466666667,4.905861871,39
0.473684211,0.38,1.376476177,0.6575,4,0.618823529,1.342273642,1.279288186,1.38517168,14.25,4.775,5.02989198,16
0.6875,0.53,1.891393426,1.340909091,8,1.095,1.729818799,2.692939245,3.365835712,12,10.56363636,13.02744739,11
0.763157895,1.28,1.977431957,1.448333333,2,1.448333333,1.977431957,2.281803543,2.049795026,28.5,9.446666667,8.486151408,36
0.381818182,0.22,1.11231735,0.716730769,5,0.709245283,1.102917197,1.422276324,1.602125063,41.25,6.732307692,7.471766627,52
0.550724638,0.65,2.220837116,1.369615385,3,1.367910448,2.141591406,1.377373488,1.550530598,51.75,7.581538462,8.588943048,52
0.325581395,0.18,9.744919449,3.147692308,6,2.99902439,9.521408983,1.764966741,1.452425453,32.25,7.892307692,6.219142969,39
0.96969697,1.08,1.423461157,1.668,2,1.695483871,1.540523371,2.95655914,2.959733657,24.75,9.1712,8.189941148,25
0.35483871,1.45,1.173984758,1.015714286,4,0.983103448,1.166129445,2.335632184,2.275194236,23.25,7.231428571,6.840899721,28
0.302631579,0,,,2,,,,,28.5,,,0
0.363636364,0.36,1.63930355,1.038064516,3,1.038064516,1.63930355,2.15215458,2.53772653,24.75,8.587096774,10.12552886,31
0.8,0.84,1.009052361,1.343333333,6,1.04625,1.015423029,4.065151515,5.275538634,7.5,16.38,19.52163518,6
0.821428571,0,,,6,,,,,10.5,,,0
0.657142857,1.61,1.643646829,1.2815625,5,1.244545455,1.631676842,2.520314254,2.206514381,26.25,10.4325,8.98370963,32
0.826923077,1.25,2.339703657,1.583181818,6,1.472916667,2.26735333,2.682539683,4.586948283,19.5,10.96,17.91058851,22
1.034482759,1.53,2.25411305,1.578888889,3,1.578888889,2.25411305,2.022394488,1.57200068,21.75,7.826666667,6.083642634,27
0.6,0.7,1.73071799,1.553809524,6,1.425217391,1.704400373,2.375884058,2.644999426,18.75,9.605714286,10.11275856,21
0.820512821,0.73,1.690579759,1.379722222,5,1.342432432,1.682295729,1.996936937,1.64379311,29.25,6.157222222,4.894834952,36
0.6875,0.84,2.25680569,1.458275862,6,1.380967742,2.201268354,1.477028348,1.205240599,24,6.235862069,4.690249397,29
0.1875,0.31,8.056412551,2.406521739,2,2.406521739,8.056412551,0.930278104,1.138473941,36,4.130434783,5.054824299,46
0.47826087,0.3,2.160889863,0.9135,5,0.878095238,2.112414777,2.324428959,2.787431324,17.25,8.616,10.55124358,20
0.066666667,0,,,4,,,,,11.25,,,0
0.987804878,0.6,3.331644571,2.036578947,6,1.94775,3.268982816,1.923286052,2.582290802,30.75,8.53,11.07097471,38
0.756097561,0,,,3,,,,,30.75,,,0
0.518518519,0,,,4,,,,,20.25,,,0
0.578947368,0.69,0.607947366,0.725,5,0.686470588,0.609702193,1.701103971,0.813967578,14.25,6.255,2.899301065,16
0.722222222,1.44,2.654779024,1.90375,3,1.90375,2.654779024,1.485699153,1.288949122,13.5,5.259375,4.562879893,16
0.153846154,0.6,0.885867434,0.825,6,0.730833333,0.834870249,2.030744337,2.83744656,9.75,4.812,6.24928227,10
0.8,0.44,1.802154942,1.130714286,3,1.130714286,1.802154942,2.742032967,3.173665391,22.5,10.69392857,12.37729503,28
1,0.81,1.869012711,1.684583333,2,2.450384615,4.560940676,3.401842949,3.760834087,21,12.92333333,14.71055423,24
0.662162162,1.6,2.059834114,1.395294118,5,1.357142857,2.041829588,1.930622176,1.664083058,27.75,7.990588235,6.934163532,34
0.875,0.93,1.175582598,1.022222222,5,0.926,1.149359242,2.14047619,1.60816448,9,7.471111111,5.654229489,9
0.47826087,0.59,0.946602095,0.6985,4,0.673333333,0.929813601,2.563943735,5.686720887,17.25,9.896,21.43174389,20
0.866666667,0,,,4,,,,,22.5,,,0
0.596153846,0.84,1.868645385,1.150869565,6,1.0812,1.806286061,2.421481481,3.546244304,19.5,9.869130435,13.7592372,23
0.8125,0.29,2.280404323,1.618518519,9,1.472666667,2.204920725,1.987555556,1.830824811,24,6.542222222,5.491356378,27
0.426829268,0,,,6,,,,,30.75,,,0
0.722222222,0.24,1.59502547,0.854375,3,0.854375,1.59502547,3.346045198,3.965467191,13.5,11.845,14.03775386,16
0.431818182,0,,,4,,,,,33,,,0
0.37254902,0.39,0.897675238,0.671428571,3,0.671428571,0.897675238,1.292742262,1.535340376,38.25,5.856122449,6.955091905,49
0.6,0,,,2,,,,,15,,,0
0.260869565,0.18,2.221705071,1.0845,4,1.032857143,2.178343735,2.255258743,2.951708921,17.25,8.688,11.04140037,20
0.289473684,0.47,1.166537776,0.7465625,11,0.708333333,1.113841487,1.934514224,2.182884775,28.5,8.5925,9.388011229,32
0.209302326,0,,,9,,,,,32.25,,,0
0.121212121,0.36,3.394658208,1.039565217,4,2.802903226,10.90451472,3.124423963,3.79660329,24.75,12.66956522,17.1281086,23
0.5,1.27,1.000618978,0.967391304,4,0.93,0.995620846,2.702666667,4.160811887,18.75,10.50782609,15.84403729,23
0.444444444,0.54,1.415898715,0.966521739,5,0.9244,1.363876461,3.474225722,4.741799355,20.25,13.68869565,18.64335107,23
0.357142857,0,,,3,,,,,21,,,0
0.272727273,0,,,13,,,,,24.75,,,0
0.583333333,0,,,6,,,,,9,,,0
0.810810811,0.2,3.208965766,1.962903226,11,1.756571429,3.070581419,2.008967675,2.493272215,27.75,8.948064516,10.70239301,31
0.916666667,1.98,1.70682074,1.612962963,5,1.997941176,2.472275089,2.782583622,3.502096443,27,10.33925926,10.25507526,27
0.483870968,0,,,2,,,,,23.25,,,0
0.333333333,0,,,7,,,,,20.25,,,0
0.324324324,0.35,1.523186833,0.834411765,5,0.814,1.505470808,1.432325339,1.40885389,27.75,5.988235294,5.845854512,34
0.291666667,0.78,0.931764032,0.757894737,9,0.670909091,0.893387929,2.665933529,2.670484718,18,11.14842105,10.16833717,19
0.692307692,1.06,2.015970969,1.527916667,2,1.527916667,2.015970969,2.691358025,2.447587682,19.5,10.17333333,9.251881438,24
0.416666667,1.6,2.333575689,1.431304348,2,1.431304348,2.333575689,2.236325386,2.332013356,18,8.319130435,8.675089684,23
0.151162791,0.36,0.950570004,0.785,4,3.688536585,14.35445219,2.089715163,2.116952813,32.25,9.665882353,9.591222666,34
1,0.97,3.099187998,1.709375,5,1.612941176,3.027002983,2.038556599,1.298828963,14.25,7.465,4.721962869,16
0.5,1.43,2.598274861,1.716818182,5,1.706315789,3.234390724,2.578696742,1.868769823,30,13.56363636,8.009688506,22
0.602564103,0.3,2.143359846,1.151666667,5,1.122432432,2.120849418,1.871540605,1.393013221,29.25,7.875555556,5.874853163,36
0.439393939,0.87,0.717587206,0.732258065,5,0.719375,0.709670244,1.415491855,1.675910777,24.75,5.808064516,6.734665752,31
0.607142857,0.56,0.749784584,0.7,2,0.7,0.749784584,2.267650463,2.486096271,21,8.707777778,9.546609681,27
0.616666667,0.26,3.143729187,1.580357143,3,1.580357143,3.143729187,1.726007326,1.575028195,22.5,6.731428571,6.142609962,28
1.026315789,0,,,7,,,,,14.25,,,0
0.554054054,0,,,5,,,,,27.75,,,0
0.314285714,0,,,10,,,,,26.25,,,0
0.947368421,0.78,1.561746053,1.164117647,3,1.164117647,1.561746053,4.085681331,4.317436181,14.25,14.58588235,15.41324717,17
0.301587302,1.15,8.961810455,2.517083333,2,5.960819672,18.29037354,1.453484864,1.190925956,47.25,8.02,6.019983742,48
0.442307692,1.1,3.247313392,1.934782609,5,1.860833333,3.196530615,1.787477954,1.951560457,19.5,6.954782609,7.477124429,23
0.381578947,0.39,1.92551844,1.141666667,9,2.229166667,5.323524812,2.639291465,1.962554409,28.5,10.16533333,7.576360574,30
0.166666667,0,,,7,,,,,20.25,,,0
0.815789474,0,,,2,,,,,28.5,,,0
0.605263158,0.76,0.675316565,0.598965517,2,0.830555556,1.218160075,2.478797638,2.303779527,28.5,11.35034483,9.97845482,29
0.604166667,0,,,5,,,,,18,,,0
0.447368421,0.44,1.05659963,0.704722222,2,0.704722222,1.05659963,1.502012882,1.793807089,28.5,6.218333333,7.426361347,36
0.428571429,0.93,0.770575043,0.777692308,2,0.777692308,0.770575043,1.616734143,1.693378191,10.5,5.529230769,5.791353413,13
0.321428571,0,,,3,,,,,21,,,0
0.486842105,0.41,0.731349173,0.551290323,3,1.327837838,2.522324914,2.505744875,2.343944653,28.5,10.70064516,10.22413287,31
0.857142857,0.29,0.642235678,0.66,4,0.572,0.589974576,2.818691589,2.143780284,5.25,9.38,7.899738392,4
0.805555556,0.32,3.108272765,1.944375,5,1.848823529,3.035248924,2.572449319,2.468535628,13.5,9.678125,8.69071552,16
0.740740741,0,,,4,,,,,20.25,,,0
0.541666667,0.72,2.873186728,2.017391304,2,2.017391304,2.873186728,2.156965872,2.014324826,18,8.023913043,7.493288354,23
0.547619048,0.87,3.776559028,2.345333333,11,1.911052632,3.443381566,2.98738582,2.886907224,15.75,12.04,11.38961933,15
0.517857143,0,,,4,,,,,42,,,0
0.772727273,0.71,1.204862711,0.889473684,5,0.8585,1.180879579,2.027322404,2.482166299,16.5,7.795789474,9.172576468,19
0.818181818,2.26,5.565793327,2.76625,6,2.261,5.023525654,1.067267267,1.208188055,8.25,4.4425,4.037317886,8
1.384615385,2.5,3.095875572,2.627,5,2.422727273,3.014133676,2.403861625,3.364835468,9.75,8.928,11.71140071,10
0.266666667,0.67,1.103861268,0.619761905,5,0.608604651,1.093092122,1.514247527,1.49912284,33.75,6.687619048,6.566345759,42
0.15,0,,,4,,,,,15,,,0
0.583333333,0,,,3,,,,,4.5,,,0
0.789473684,0,,,5,,,,,14.25,,,0
0.5,1.3,1.907136613,1.0790625,4,1.097631579,1.849098296,2.59254386,2.178006544,30,4.3775,3.141874312,32
1.071428571,0,,,4,,,,,15.75,,,0
0.35483871,0,,,4,,,,,23.25,,,0
0.642857143,0.85,1.69982352,1.3,5,1.223333333,1.64233389,2.243664717,2.489851603,10.5,8.374545455,8.559836872,11
0.6875,0.66,1.283364875,1.054333333,2,1.054333333,1.283364875,1.805387205,1.564488578,24,7.149333333,6.195374767,30
0,0.36,0.432568892,0.379615385,3,0.379615385,0.432568892,2.778245192,2.784337461,21,10.66846154,10.69185585,26
0.536764706,0.43,1.483056191,1.3516,5,3.279701493,10.64210149,1.392205638,1.88860297,51,11.4864,9.880186773,25
0.617021277,0,,,4,,,,,35.25,,,0
0.125,0,,,6,,,,,9,,,0
0.15,1.06,1.361181094,0.764705882,4,0.723888889,1.331845861,2.332561728,2.460811185,15,8.413529412,9.13128752,17
0.5625,0.52,1.648368491,1.105714286,3,1.105714286,1.648368491,2.128078818,4.393849212,12,7.405714286,15.29059526,14
0.23255814,0,,,6,,,,,64.5,,,0
0.285714286,0.43,1.938271331,0.906111111,4,0.861578947,1.893636311,2.059446136,1.829001559,15.75,7.853333333,6.618562133,18
0.6875,0,,,4,,,,,24,,,0
0.351851852,0.32,1.314697937,0.6684,2,0.6684,1.314697937,1.829711286,1.400802983,20.25,6.9712,5.337059365,25
0.411764706,0.36,0.780832537,0.549285714,5,0.518,0.762122975,2.002469136,1.837306411,12.75,7.459285714,6.464719001,14
0.652173913,0.81,1.964587344,1.366744186,4,1.346590909,1.946205543,1.499792445,1.608956917,34.5,6.68,7.091671843,43
0.230769231,0.34,0.450705879,0.421,6,0.894054054,2.3062192,2.645926502,3.273580505,29.25,15.008,16.8213979,20
0.590909091,0.24,0.723228629,0.565263158,4,0.542,0.711585332,2.34863388,2.416123917,16.5,8.490526316,9.072398601,19
0.8125,1.23,2.304831365,1.758571429,1,1.758571429,2.304831365,1.257054674,1.334621951,6,4.072857143,4.324175121,7
0.307692308,0.35,1.461157157,1.124347826,4,1.08125,1.444552925,2.281856261,2.29665445,19.5,8.963913043,8.713019902,23
0.448275862,0.6,0.641093964,0.405294118,4,1.356071429,2.448303024,3.485234404,3.71962448,21.75,16.28941176,15.76517383,17
0.195121951,0,,,3,,,,,30.75,,,0
0.551724138,0.4,0.832612007,0.749166667,3,1.129259259,1.705100777,3.319360704,3.889158191,21.75,11.62,12.6624182,24
0.631578947,0.75,2.047485121,1.531034483,4,4.354722222,11.80133588,2.456253355,3.14872784,28.5,11.32827586,14.15931144,29
0.459459459,0.98,4.916757312,2.031034483,5,1.750285714,4.507839893,2.603058742,2.127717087,27.75,10.98344828,9.198667712,29
0.351851852,0.71,1.560713512,0.916,7,0.8864,1.05420934,3.689448819,4.4337449,20.25,21.72,13.82552872,10
0.185185185,0.23,0.428391737,0.393636364,5,0.430769231,0.543094269,3.416616192,2.320832871,20.25,12.82181818,8.708019094,22
0.403846154,0.37,1.263766877,0.896086957,5,0.865,1.245335645,2.010582011,2.117965836,19.5,7.886956522,8.058654543,23
0.428571429,0,,,5,,,,,26.25,,,0
0.357142857,0,,,2,,,,,21,,,0
0.548387097,1.23,0.974775992,1.04,4,1.543103448,1.671633298,3.352197947,3.086423606,23.25,15.77333333,14.52715105,18
0.5,0.68,0.976846237,0.851428571,5,0.816,0.951260817,3.873884141,3.735070127,12.75,14.52,13.08983399,14
0.434782609,1.1,1.349099017,1.2495,4,1.211428571,1.326462535,2.175764615,1.778865233,17.25,8.124,6.719572668,20
0.432432432,0.38,1.993636039,1.009285714,6,0.890285714,1.802503954,2.778519291,2.966772434,27.75,11.61714286,12.77836796,28
0.696969697,0.14,1.994794145,1.143181818,5,1.056774194,1.719843766,3.157167111,3.768616112,24.75,13.01090909,16.78032944,22
0.787878788,0,,,3,,,,,24.75,,,0
0.543478261,0,,,8,,,,,17.25,,,0
0.229166667,0,,,7,,,,,18,,,0
0.322222222,1.2,1.486301155,1.052916667,7,0.951395349,1.176448613,2.282117081,1.908062551,33.75,12.48,8.093780758,24
0.686046512,0.83,1.058359373,0.763684211,3,1.353170732,1.859718311,2.38836773,2.491523596,32.25,14.72631579,12.53694461,19
0.28,0.23,0.919791525,0.505454545,5,0.493478261,0.900477695,1.546666667,1.695588286,18.75,6.036363636,6.403831104,22
0.5,0.54,1.569410276,0.916153846,2,1.993103448,6.888884056,1.624712644,1.775731163,45,12.02769231,10.09171871,26
0.20754717,0.18,0.492206513,0.356842105,4,6.448235294,17.93919159,1.741723269,2.822064237,39.75,13.64421053,11.10910653,19
0.533333333,0.19,1.600994171,1.118518519,5,1.394418605,1.842952215,2.276343224,1.842170813,33.75,11.81777778,8.634053034,27
0.868421053,0.49,2.882109429,1.99952381,4,1.780833333,2.551346283,2.626409018,3.670039302,28.5,13.98285714,16.381905,21
0.357142857,0.83,1.697924162,0.972307692,3,0.972307692,1.697924162,2.588141026,2.689870129,21,9.938461538,10.32910129,26
0.197916667,0.12,0.29183638,0.285517241,11,1.384347826,4.767768941,1.951690821,2.707552023,36,4.835862069,5.640327699,29
0.295454545,0.1,0.65011552,0.302424242,1,0.37952381,0.693559052,2.13968254,4.176377225,33,4.237575758,8.299602035,33
0.325,0.11,0.572349343,0.3596875,11,0.370344828,0.602727617,1.663888889,2.254689059,45,4.335,5.004068023,32
0.279069767,0.1,0.480336687,0.303333333,13,0.374390244,0.652993295,2.286178862,4.831307865,32.25,6.396190476,11.66992651,21
0.308411215,0.26,0.251560361,0.188846154,6,0.515238095,1.827700371,0.945978836,2.357528012,80.25,5.030769231,7.180215553,26
0.13,0,,,1,,,,,37.5,,,0
0.218181818,0.07,0.154771162,0.142727273,12,0.495740741,1.257316102,1.767901235,4.764336276,41.25,5.883636364,12.52309354,22
0,0.16,0.146768769,0.18375,8,0.152727273,0.134319835,0.751010101,0.676030618,9.75,1.46875,1.301597233,8
0.076923077,0.14,0.677081819,0.308648649,5,0.301842105,0.669186094,1.912134503,3.151983729,29.25,3.498108108,5.741072218,37
0.137931034,0.21,0.336353413,0.255185185,2,0.255185185,0.336353413,0.455308642,0.817448218,21.75,1.365925926,2.452344654,27
0.259259259,0.17,0.537839195,0.3928,5,0.379615385,0.531243679,0.737051282,1.143844716,20.25,2.2836,3.481942561,25
0.268292683,0.16,0.629936238,0.457428571,10,0.415128205,0.609274252,0.978461538,1.127230692,30.75,3.184,3.485596582,35
0.244680851,0.17,2.360259545,0.772682927,10,0.708888889,2.259895635,0.843259259,0.916670107,35.25,2.702439024,2.818085148,41
0.102941176,0.1,0.407239487,0.2724,7,0.344545455,0.779234764,1.406363636,2.294037616,25.5,4.6688,7.503488255,25
0.111111111,0.03,0.310496777,0.227959184,9,0.216923077,0.304666571,0.538717949,0.650771338,40.5,1.638367347,2.002164815,49
0.258823529,0.11,0.403185439,0.286956522,10,0.460722892,1.16207844,0.593815261,1.19110765,63.75,4.900869565,5.388106357,23
0.204545455,0.26,0.45551526,0.250526316,6,0.232857143,0.435753862,0.591904762,0.703103099,16.5,1.87,2.19531572,19
0.014925373,0,,,9,,,,,50.25,,,0
0.063492063,0,,,7,,,,,47.25,,,0
0.25862069,0.15,1.187309652,0.543584906,11,0.509298246,1.151055199,0.68374269,1.396584847,43.5,2.174339623,4.322144015,53
0.12,0.2,0.383743265,0.309565217,4,0.302083333,0.377093912,1.276527778,1.649618161,18.75,3.978695652,5.004649024,23
0.236842105,0,,,6,,,,,28.5,,,0
0.166666667,0,,,4,,,,,9,,,0
0.221153846,0.2,0.395812416,0.328529412,9,0.399411765,0.774589986,0.911960784,1.196818408,39,3.364705882,4.089564128,34
0.444444444,0,,,5,,,,,33.75,,,0
0.136363636,0.18,0.492064513,0.340526316,7,0.312857143,0.475090969,0.633809524,0.621085328,16.5,2.072105263,1.877736755,19
0.035087719,0.15,0.202704335,0.189047619,8,0.193090909,0.224935157,0.904484848,1.577273944,42.75,3.131428571,3.324987648,21
0.15625,0.19,0.306547546,0.207741935,10,0.386923077,1.660187212,0.632307692,1.31288204,60,3.612903226,5.677975105,31
0.295454545,0,,,2,,,,,33,,,0
0.025,0.14,0.217902011,0.195789474,2,0.195789474,0.217902011,0.36877193,0.376337468,15,1.106315789,1.129012403,19
0.238636364,0,,,4,,,,,33,,,0
0.1,0.25,0.269767231,0.230769231,6,0.225,0.231929249,1.681111111,4.124737583,15,6.818461538,14.30319885,13
0.4,0.47,1.569918519,0.721818182,5,0.694347826,1.539471061,1.55826087,1.203921568,18.75,4.807272727,3.639102691,22
0.068181818,0.12,0.470092591,0.241538462,2,0.17734375,0.380134655,1.275641026,2.298026154,49.5,5.158974359,8.437966765,39
0.484375,0.06,0.252108071,0.161578947,12,0.923709677,2.739982789,1.581273565,2.059679389,48,9.587368421,9.179233109,19
0.138888889,0.17,0.436779537,0.398181818,14,0.271176471,0.388424419,1.39624183,2.773201796,13.5,4.21,7.266821864,11
0.447368421,0.25,0.811607165,0.408095238,7,0.581111111,1.068699551,2.631293403,3.165130204,28.5,8.887619048,9.429753923,21
0.105769231,0.45,0.708254155,0.4035,5,0.371568627,0.55871056,1.689312345,3.203333926,39,8.024,12.77951255,20
0.452380952,0.21,0.350801124,0.342857143,7,1.17775,1.870715601,2.442424242,4.282724645,31.5,7.779047619,13.64953109,21
0.017857143,0.09,1.079663064,0.392173913,10,0.342592593,1.000794271,1.707784055,2.062823131,21,4.456521739,5.156660837,23
0.111111111,0.15,0.558189639,0.2928,7,0.283653846,0.549088474,1.56784188,2.47788215,40.5,4.6416,7.251399122,50
0.257142857,0.2,0.606115252,0.330967742,6,0.319393939,0.589029601,1.131818182,1.564911887,26.25,2.148064516,2.872358403,31
0.076923077,0.09,0.171350842,0.095,5,0.087272727,0.164565544,0.270707071,0.248614567,9.75,0.512,0.463724056,10
0.224137931,0,,,5,,,,,21.75,,,0
0.230769231,0,,,9,,,,,39,,,0
0.018867925,0.05,0.187361083,0.189318182,18,0.167884615,0.179720224,0.67991453,0.893791053,39.75,1.324545455,1.729400292,44
0.155555556,0.15,0.505522068,0.337804878,7,0.324418605,0.497155252,1.962015504,2.896397682,33.75,3.686341463,5.292656118,41
0.022222222,0,,,6,,,,,33.75,,,0
0.201492537,0.13,0.222460091,0.194722222,2,1.029848485,2.360830683,1.392929293,2.795696487,50.25,3.753333333,6.385136311,36
0.4,0.31,0.606511674,0.446923077,2,0.446923077,0.606511674,0.391452991,0.278375425,11.25,0.704615385,0.501075766,13
0.224137931,0.06,0.211032884,0.145853659,2,0.330350877,0.693513222,0.814035088,1.179660774,43.5,1.699512195,2.42439472,41
0.166666667,0.18,0.343477596,0.22775,6,2.606707317,10.29094389,0.604065041,0.922684057,63,1.77,2.136140781,40
0.193548387,0.1,0.684014253,0.242962963,6,0.239310345,0.660188994,1.809961686,3.991629629,23.25,3.46962963,7.409935888,27
0.511111111,0.09,0.754055253,0.544871795,13,1.74247191,8.180637934,0.546129838,0.85983263,67.5,1.696410256,1.89742691,39
0.2,0,,,5,,,,,26.25,,,0
0.333333333,0.46,0.788326861,0.58375,5,0.5624,0.779076804,1.498666667,1.623972673,20.25,2.79,2.94849114,24
0.253623188,0,,,5,,,,,51.75,,,0
0.043478261,0.25,0.324627542,0.179473684,6,0.175714286,0.309234077,0.647354497,0.311119142,17.25,1.241578947,0.51220941,19
0.31884058,0.14,0.707610331,0.354666667,2,0.551492537,1.508949317,0.742703151,1.491428687,51.75,3.221333333,4.897996481,15
0.181818182,0.07,0.597281141,0.32952381,15,1.685230769,7.863046902,1.495726496,3.819122306,49.5,6.022857143,10.95319914,21
0,0.06,0.136557621,0.141875,7,0.136470588,0.134522328,1.148039216,1.910454669,26.25,2.180625,3.515112018,32
0,0.14,0.09578622,0.15,2,0.15,0.09578622,0.477160494,0.503632212,8.25,0.858888889,0.906537981,9
0.095238095,0.15,0.262383363,0.203157895,2,0.203157895,0.262383363,0.520467836,0.57869423,15.75,0.936842105,1.041649614,19
0.181034483,0.09,0.402847693,0.263571429,14,0.587017544,1.145595548,0.8582846,2.099613144,43.5,4.76,6.797845813,14
0.173913043,0.1,0.474886038,0.391034483,5,0.333863636,0.418781266,1.069823232,1.321082499,34.5,2.463448276,2.714564258,29
0.294117647,0.2,1.039053725,0.471333333,6,0.45375,1.007897044,1.116666667,1.741520962,25.5,2.117333333,3.209759829,30
0.277777778,0.09,0.237257804,0.192352941,1,3.334536082,12.56463572,0.514833906,0.813753671,74.25,1.931764706,1.784418198,34
0.111111111,0.11,0.537918491,0.317142857,2,0.317142857,0.537918491,1.021428571,1.537068095,27,1.838571429,2.76672257,35
0.185185185,0.16,0.322124717,0.3132,2,0.3132,0.322124717,0.734444444,0.931882691,20.25,1.322,1.677388844,25
0.153061224,0,,,8,,,,,36.75,,,0
0.112903226,0.09,0.854433451,0.377391304,17,0.31,0.755303091,2.204074074,3.286253064,23.25,5.063478261,6.38060884,23
0.119047619,0.08,3.771267681,1.000277778,10,0.90475,3.584422843,0.802222222,1.3653497,31.5,1.58,2.555379759,36
0.330508475,0.26,0.792478457,0.493,6,0.610350877,2.088825682,0.854093567,1.953118557,44.25,3.332,5.521267589,20
0.392857143,0.23,0.436026193,0.251666667,2,0.567692308,1.272205354,1.692307692,2.691643711,21,2.586666667,4.427560587,24
0.153846154,0,,,2,,,,,29.25,,,0
0,0,,,8,,,,,16.5,,,0
0.168918919,0.14,0.301428125,0.164883721,6,0.595205479,2.498923718,0.660730594,0.871722909,55.5,1.583255814,1.835817867,43
0.25,0.12,0.215981443,0.183125,2,0.585487805,1.973210802,0.608130081,0.91042883,63,1.5825,2.066930091,32
0.230769231,0.11,1.045199416,0.472727273,4,0.435833333,1.004720299,2.096296296,1.903516348,9.75,4.043636364,3.456770958,11
0.185185185,0.31,0.193388886,0.247241379,6,0.574038462,1.33719088,0.948183761,1.473394617,40.5,2.377931034,2.966317317,29
0.094202899,0.28,0.286101708,0.235517241,4,0.320447761,0.750225083,0.721558872,1.166322509,51.75,2.419310345,2.739981662,29
0.368421053,0,,,2,,,,,28.5,,,0
0.047619048,0.21,0.227048183,0.147894737,2,0.147894737,0.227048183,1.49122807,2.069477641,15.75,2.684210526,3.725059755,19
0.058823529,0.06,0.313370072,0.171470588,8,0.1294,0.265563782,0.907777778,1.122262072,38.25,1.896470588,2.324428744,34
0.106382979,0,,,12,,,,,35.25,,,0
0.227272727,0,,,4,,,,,24.75,,,0
0.119047619,0.43,0.338720503,0.312631579,4,0.2985,0.335689001,1.07,0.942540909,15.75,2.027368421,1.679685295,19
0.090909091,0.16,0.241668179,0.274210526,10,0.341290323,0.333903598,1.250179211,2.840199192,24.75,1.461052632,1.688832255,19
0.442622951,0,,,8,,,,,45.75,,,0
0,0.07,0.546126712,0.278947368,7,0.26047619,0.521914516,2.206507937,2.458001102,16.5,6.962631579,7.621422907,19
0.066666667,0,,,5,,,,,22.5,,,0
0.192307692,0.19,0.48268197,0.259166667,4,0.2508,0.474367298,1.1948,0.965041776,19.5,3.687083333,2.910518375,24
0.137931034,0.17,0.315223201,0.2836,7,0.266666667,0.308968507,1.108888889,1.453623824,21.75,3.2856,4.499435224,25
0,0,,,8,,,,,12.75,,,0
0.181818182,0.2,,,4,0.224444444,0.403612163,1.704444444,1.744355978,8.25,,,0
0.022727273,0.04,0.288549873,0.191176471,11,0.162380952,0.265347032,0.993121693,1.176206899,16.5,2.034117647,2.280655221,17
0.048387097,0.2,0.26441372,0.211153846,10,0.192,0.251140845,1.828333333,2.173209666,23.25,3.618846154,4.104407706,26
0.318181818,0.18,0.828497986,0.468235294,5,0.464761905,0.883858608,2.154365079,2.482748528,33,4.169411765,4.580888455,34
